created_at,entry_id,field1,field3,field6
2024-10-19T00:34:38+00:00,1002336,,0,
2024-10-19T00:34:40+00:00,1002337,2197,,
2024-10-19T00:34:43+00:00,1002338,,0,
2024-10-19T00:34:44+00:00,1002339,2197,,
2024-10-19T00:34:49+00:00,1002340,2197,,
2024-10-19T00:34:52+00:00,1002341,,0,
2024-10-19T00:34:57+00:00,1002342,2197,,
2024-10-19T00:35:00+00:00,1002343,,0,
2024-10-19T00:35:01+00:00,1002344,2197,,
2024-10-19T00:35:04+00:00,1002345,,0,
2024-10-19T00:35:05+00:00,1002346,2197,,
2024-10-19T00:35:08+00:00,1002347,,0,
2024-10-19T00:35:10+00:00,1002348,,0,
2024-10-19T00:35:15+00:00,1002349,,0,
2024-10-19T00:35:16+00:00,1002350,2197,,
2024-10-19T00:35:19+00:00,1002351,,0,
2024-10-19T00:35:20+00:00,1002352,2197,,
2024-10-19T00:35:23+00:00,1002353,,0,
2024-10-19T00:35:24+00:00,1002354,2197,,
2024-10-19T00:35:37+00:00,1002355,2197,,
2024-10-19T00:35:40+00:00,1002356,,0,
2024-10-19T00:35:41+00:00,1002357,2197,,
2024-10-19T00:35:44+00:00,1002358,,0,
2024-10-19T00:35:46+00:00,1002359,,0,
2024-10-19T00:35:48+00:00,1002360,2197,,
2024-10-19T00:35:50+00:00,1002361,,0,
2024-10-19T00:35:56+00:00,1002362,,0,
2024-10-19T00:35:59+00:00,1002363,,0,
2024-10-19T00:36:00+00:00,1002364,2197,,
2024-10-19T00:36:04+00:00,1002365,,0,
2024-10-19T00:36:08+00:00,1002366,,0,
2024-10-19T00:36:18+00:00,1002367,,0,
2024-10-19T00:36:20+00:00,1002368,2197,,
2024-10-19T00:36:22+00:00,1002369,,0,
2024-10-19T00:36:24+00:00,1002370,2197,,
2024-10-19T00:36:27+00:00,1002371,,0,
2024-10-19T00:36:28+00:00,1002372,2197,,
2024-10-19T00:36:31+00:00,1002373,,0,
2024-10-19T00:36:37+00:00,1002374,,0,
2024-10-19T00:36:40+00:00,1002375,,0,
2024-10-19T00:36:44+00:00,1002376,,0,
2024-10-19T00:36:48+00:00,1002377,,0,
2024-10-19T00:36:49+00:00,1002378,2197,,
2024-10-19T00:36:55+00:00,1002379,,0,
2024-10-19T00:36:56+00:00,1002380,2197,,
2024-10-19T00:36:58+00:00,1002381,,0,
2024-10-19T00:37:00+00:00,1002382,2197,,
2024-10-19T00:37:04+00:00,1002383,,0,
2024-10-19T00:37:09+00:00,1002384,2197,,
2024-10-19T00:37:12+00:00,1002385,,0,
2024-10-19T00:37:17+00:00,1002386,,0,
2024-10-19T00:37:20+00:00,1002387,,0,
2024-10-19T00:37:21+00:00,1002388,2197,,
2024-10-19T00:37:24+00:00,1002389,,0,
2024-10-19T00:37:25+00:00,1002390,2197,,
2024-10-19T00:37:28+00:00,1002391,,0,
2024-10-19T00:37:30+00:00,1002392,,0,
2024-10-19T00:37:35+00:00,1002393,,0,
2024-10-19T00:37:36+00:00,1002394,2197,,
2024-10-19T00:37:39+00:00,1002395,,0,
2024-10-19T00:37:40+00:00,1002396,2197,,
2024-10-19T00:37:43+00:00,1002397,,0,
2024-10-19T00:37:44+00:00,1002398,2197,,
2024-10-19T00:37:48+00:00,1002399,,0,
2024-10-19T00:37:57+00:00,1002400,2197,,
2024-10-19T00:38:00+00:00,1002401,,0,
2024-10-19T00:38:01+00:00,1002402,,0,
2024-10-19T00:38:04+00:00,1002403,2197,,
2024-10-19T00:38:06+00:00,1002404,,0,
2024-10-19T00:38:08+00:00,1002405,2197,,
2024-10-19T00:38:10+00:00,1002406,,0,
2024-10-19T00:38:16+00:00,1002407,,0,
2024-10-19T00:38:19+00:00,1002408,,0,
2024-10-19T00:38:20+00:00,1002409,2197,,
2024-10-19T00:38:24+00:00,1002410,,0,
2024-10-19T00:38:28+00:00,1002411,,0,
2024-10-19T00:38:38+00:00,1002412,,0,
2024-10-19T00:38:40+00:00,1002413,2197,,
2024-10-19T00:38:45+00:00,1002414,2197,,
2024-10-19T00:38:47+00:00,1002415,,0,
2024-10-19T00:38:48+00:00,1002416,2197,,
2024-10-19T00:38:51+00:00,1002417,,0,
2024-10-19T00:38:57+00:00,1002418,,0,
2024-10-19T00:39:00+00:00,1002419,2197,,
2024-10-19T00:39:04+00:00,1002420,,0,
2024-10-19T00:39:05+00:00,1002421,2197,,
2024-10-19T00:39:08+00:00,1002422,,0,
2024-10-19T00:39:09+00:00,1002423,2197,,
2024-10-19T00:39:15+00:00,1002424,,0,
2024-10-19T00:39:16+00:00,1002425,2197,,
2024-10-19T00:39:18+00:00,1002426,,0,
2024-10-19T00:39:20+00:00,1002427,2197,,
2024-10-19T00:39:23+00:00,1002428,,0,
2024-10-19T00:39:24+00:00,1002429,2197,,
2024-10-19T00:39:29+00:00,1002430,2197,,
2024-10-19T00:39:32+00:00,1002431,,0,
2024-10-19T00:39:36+00:00,1002432,2197,,
2024-10-19T00:39:40+00:00,1002433,,0,
2024-10-19T00:39:41+00:00,1002434,2197,,
2024-10-19T00:39:44+00:00,1002435,,0,
2024-10-19T00:39:45+00:00,1002436,,0,
2024-10-19T00:39:48+00:00,1002437,2197,,
2024-10-19T00:39:50+00:00,1002438,,0,
2024-10-19T00:39:55+00:00,1002439,,0,
2024-10-19T00:39:56+00:00,1002440,2197,,
2024-10-19T00:39:59+00:00,1002441,,0,
2024-10-19T00:40:00+00:00,1002442,2197,,
2024-10-19T00:40:03+00:00,1002443,,0,
2024-10-19T00:40:04+00:00,1002444,2197,,
2024-10-19T00:40:08+00:00,1002445,,0,
2024-10-19T00:40:17+00:00,1002446,,0,
2024-10-19T00:40:20+00:00,1002447,,0,
2024-10-19T00:40:22+00:00,1002448,,0,
2024-10-19T00:40:24+00:00,1002449,2197,,
2024-10-19T00:40:26+00:00,1002450,,0,
2024-10-19T00:40:28+00:00,1002451,2197,,
2024-10-19T00:40:31+00:00,1002452,,0,
2024-10-19T00:40:37+00:00,1002453,,0,
2024-10-19T00:40:40+00:00,1002454,,0,
2024-10-19T00:40:44+00:00,1002455,,0,
2024-10-19T00:40:48+00:00,1002456,,0,
2024-10-19T00:40:49+00:00,1002457,2197,,
2024-10-19T00:40:54+00:00,1002458,2197,,
2024-10-19T00:40:56+00:00,1002459,,0,
2024-10-19T00:40:58+00:00,1002460,,0,
2024-10-19T00:41:00+00:00,1002461,2197,,
2024-10-19T00:41:05+00:00,1002462,2197,,
2024-10-19T00:41:07+00:00,1002463,,0,
2024-10-19T00:41:08+00:00,1002464,2197,,
2024-10-19T00:41:11+00:00,1002465,,0,
2024-10-19T00:41:17+00:00,1002466,,0,
2024-10-19T00:41:20+00:00,1002467,,0,
2024-10-19T00:41:24+00:00,1002468,,1,
2024-10-19T00:41:25+00:00,1002469,2197,,
2024-10-19T00:41:28+00:00,1002470,,0,
2024-10-19T00:41:29+00:00,1002471,,,2
2024-10-19T00:41:35+00:00,1002472,,0,
2024-10-19T00:41:36+00:00,1002473,2197,,
2024-10-19T00:41:38+00:00,1002474,,0,
2024-10-19T00:41:40+00:00,1002475,2197,,
2024-10-19T00:41:43+00:00,1002476,,0,
2024-10-19T00:41:44+00:00,1002477,2197,,
2024-10-19T00:41:48+00:00,1002478,,0,
2024-10-19T00:41:52+00:00,1002479,,0,
2024-10-19T00:41:57+00:00,1002480,,0,
2024-10-19T00:42:00+00:00,1002481,,0,
2024-10-19T00:42:01+00:00,1002482,2197,,
2024-10-19T00:42:04+00:00,1002483,,0,
2024-10-19T00:42:06+00:00,1002484,,0,
2024-10-19T00:42:08+00:00,1002485,2197,,
2024-10-19T00:42:10+00:00,1002486,,0,
2024-10-19T00:42:15+00:00,1002487,,0,
2024-10-19T00:42:16+00:00,1002488,2197,,
2024-10-19T00:42:19+00:00,1002489,,0,
2024-10-19T00:42:20+00:00,1002490,2197,,
2024-10-19T00:42:24+00:00,1002491,,0,
2024-10-19T00:42:28+00:00,1002492,,1,
2024-10-19T00:42:38+00:00,1002493,,3,
2024-10-19T00:42:40+00:00,1002494,,4,
2024-10-19T00:42:42+00:00,1002495,,,1
2024-10-19T00:42:44+00:00,1002496,2197,,
2024-10-19T00:42:46+00:00,1002497,,5,
2024-10-19T00:42:48+00:00,1002498,2197,,
2024-10-19T00:42:51+00:00,1002499,,5,
2024-10-19T00:42:56+00:00,1002500,,5,
2024-10-19T00:43:00+00:00,1002501,,6,
2024-10-19T00:43:04+00:00,1002502,,6,
2024-10-19T00:43:08+00:00,1002503,,6,
2024-10-19T00:43:09+00:00,1002504,2194,,
2024-10-19T00:43:15+00:00,1002505,2197,,
2024-10-19T00:43:16+00:00,1002506,,7,
2024-10-19T00:43:18+00:00,1002507,,7,
2024-10-19T00:43:20+00:00,1002508,2197,,
2024-10-19T00:43:23+00:00,1002509,,7,
2024-10-19T00:43:24+00:00,1002510,2197,,
2024-10-19T00:43:27+00:00,1002511,,7,
2024-10-19T00:43:28+00:00,1002512,2197,,
2024-10-19T00:43:31+00:00,1002513,,9,
2024-10-19T00:43:37+00:00,1002514,,9,
2024-10-19T00:43:40+00:00,1002515,,8,
2024-10-19T00:43:44+00:00,1002516,,1,
2024-10-19T00:43:45+00:00,1002517,2197,,
2024-10-19T00:43:48+00:00,1002518,,5,
2024-10-19T00:43:49+00:00,1002519,,,1
2024-10-19T00:43:50+00:00,1002520,,2,
2024-10-19T00:43:55+00:00,1002521,,7,
2024-10-19T00:43:56+00:00,1002522,,,1
2024-10-19T00:43:59+00:00,1002523,,7,
2024-10-19T00:44:00+00:00,1002524,2197,,
2024-10-19T00:44:04+00:00,1002525,,8,
2024-10-19T00:44:08+00:00,1002526,,8,
2024-10-19T00:44:17+00:00,1002527,,9,
2024-10-19T00:44:20+00:00,1002528,,11,
2024-10-19T00:44:21+00:00,1002529,2197,,
2024-10-19T00:44:24+00:00,1002530,,11,
2024-10-19T00:44:26+00:00,1002531,,13,
2024-10-19T00:44:28+00:00,1002532,2197,,
2024-10-19T00:44:30+00:00,1002533,,8,
2024-10-19T00:44:36+00:00,1002534,,8,
2024-10-19T00:44:39+00:00,1002535,,10,
2024-10-19T00:44:40+00:00,1002536,2197,,
2024-10-19T00:44:44+00:00,1002537,,8,
2024-10-19T00:44:48+00:00,1002538,2197,,
2024-10-19T00:44:57+00:00,1002539,,8,
2024-10-19T00:45:00+00:00,1002540,,10,
2024-10-19T00:45:02+00:00,1002541,,11,
2024-10-19T00:45:04+00:00,1002542,2197,,
2024-10-19T00:45:06+00:00,1002543,,6,
2024-10-19T00:45:08+00:00,1002544,2197,,
2024-10-19T00:45:11+00:00,1002545,,11,
2024-10-19T00:45:16+00:00,1002546,,10,
2024-10-19T00:45:20+00:00,1002547,,11,
2024-10-19T00:45:24+00:00,1002548,,10,
2024-10-19T00:45:25+00:00,1002549,2197,,
2024-10-19T00:45:28+00:00,1002550,,11,
2024-10-19T00:45:29+00:00,1002551,2197,,
2024-10-19T00:45:35+00:00,1002552,,11,
2024-10-19T00:45:36+00:00,1002553,2197,,
2024-10-19T00:45:38+00:00,1002554,,11,
2024-10-19T00:45:40+00:00,1002555,2197,,
2024-10-19T00:45:43+00:00,1002556,,11,
2024-10-19T00:45:44+00:00,1002557,2197,,
2024-10-19T00:45:49+00:00,1002558,2197,,
2024-10-19T00:45:52+00:00,1002559,,11,
2024-10-19T00:45:56+00:00,1002560,2197,,
2024-10-19T00:46:00+00:00,1002561,,11,
2024-10-19T00:46:01+00:00,1002562,2197,,
2024-10-19T00:46:04+00:00,1002563,,11,
2024-10-19T00:46:05+00:00,1002564,2197,,
2024-10-19T00:46:08+00:00,1002565,,11,
2024-10-19T00:46:10+00:00,1002566,,11,
2024-10-19T00:46:16+00:00,1002567,,12,
2024-10-19T00:46:19+00:00,1002568,,11,
2024-10-19T00:46:20+00:00,1002569,2197,,
2024-10-19T00:46:23+00:00,1002570,,11,
2024-10-19T00:46:24+00:00,1002571,2197,,
2024-10-19T00:46:28+00:00,1002572,,11,
2024-10-19T00:46:37+00:00,1002573,,11,
2024-10-19T00:46:42+00:00,1002574,,11,
2024-10-19T00:46:44+00:00,1002575,,11,
2024-10-19T00:46:46+00:00,1002576,,11,
2024-10-19T00:46:48+00:00,1002577,2197,,
2024-10-19T00:46:50+00:00,1002578,,11,
2024-10-19T00:46:56+00:00,1002579,,12,
2024-10-19T00:46:59+00:00,1002580,,11,
2024-10-19T00:47:00+00:00,1002581,2197,,
2024-10-19T00:47:04+00:00,1002582,,12,
2024-10-19T00:47:08+00:00,1002583,,11,
2024-10-19T00:47:14+00:00,1002584,2197,,
2024-10-19T00:47:16+00:00,1002585,,11,
2024-10-19T00:47:18+00:00,1002586,,11,
2024-10-19T00:47:20+00:00,1002587,2197,,
2024-10-19T00:47:22+00:00,1002588,,11,
2024-10-19T00:47:24+00:00,1002589,2197,,
2024-10-19T00:47:27+00:00,1002590,,11,
2024-10-19T00:47:28+00:00,1002591,2197,,
2024-10-19T00:47:31+00:00,1002592,,11,
2024-10-19T00:47:37+00:00,1002593,2197,,
2024-10-19T00:47:40+00:00,1002594,,11,
2024-10-19T00:47:44+00:00,1002595,,11,
2024-10-19T00:47:45+00:00,1002596,2197,,
2024-10-19T00:47:48+00:00,1002597,,11,
2024-10-19T00:47:49+00:00,1002598,2197,,
2024-10-19T00:47:55+00:00,1002599,,11,
2024-10-19T00:47:56+00:00,1002600,2197,,
2024-10-19T00:47:58+00:00,1002601,,12,
2024-10-19T00:48:00+00:00,1002602,2197,,
2024-10-19T00:48:04+00:00,1002603,,11,
2024-10-19T00:48:09+00:00,1002604,2197,,
2024-10-19T00:48:12+00:00,1002605,,12,
2024-10-19T00:48:17+00:00,1002606,,11,
2024-10-19T00:48:20+00:00,1002607,,11,
2024-10-19T00:48:21+00:00,1002608,2197,,
2024-10-19T00:48:24+00:00,1002609,,12,
2024-10-19T00:48:25+00:00,1002610,2197,,
2024-10-19T00:48:28+00:00,1002611,,12,
2024-10-19T00:48:30+00:00,1002612,,12,
2024-10-19T00:48:36+00:00,1002613,,11,
2024-10-19T00:48:39+00:00,1002614,,11,
2024-10-19T00:48:40+00:00,1002615,2197,,
2024-10-19T00:48:43+00:00,1002616,,12,
2024-10-19T00:48:44+00:00,1002617,2197,,
2024-10-19T00:48:48+00:00,1002618,,12,
2024-10-19T00:48:57+00:00,1002619,,12,
2024-10-19T00:49:00+00:00,1002620,,11,
2024-10-19T00:49:02+00:00,1002621,,12,
2024-10-19T00:49:04+00:00,1002622,2197,,
2024-10-19T00:49:06+00:00,1002623,,12,
2024-10-19T00:49:08+00:00,1002624,2194,,
2024-10-19T00:49:11+00:00,1002625,,12,
2024-10-19T00:49:16+00:00,1002626,2197,,
2024-10-19T00:49:20+00:00,1002627,,12,
2024-10-19T00:49:24+00:00,1002628,2197,,
2024-10-19T00:49:28+00:00,1002629,,12,
2024-10-19T00:49:34+00:00,1002630,2197,,
2024-10-19T00:49:36+00:00,1002631,,12,
2024-10-19T00:49:38+00:00,1002632,,12,
2024-10-19T00:49:40+00:00,1002633,2197,,
2024-10-19T00:49:45+00:00,1002634,2197,,
2024-10-19T00:49:47+00:00,1002635,,11,
2024-10-19T00:49:48+00:00,1002636,2197,,
2024-10-19T00:49:51+00:00,1002637,,11,
2024-10-19T00:49:57+00:00,1002638,,11,
2024-10-19T00:50:00+00:00,1002639,,11,
2024-10-19T00:50:04+00:00,1002640,,11,
2024-10-19T00:50:05+00:00,1002641,2197,,
2024-10-19T00:50:08+00:00,1002642,,12,
2024-10-19T00:50:09+00:00,1002643,2197,,
2024-10-19T00:50:15+00:00,1002644,,12,
2024-10-19T00:50:16+00:00,1002645,2194,,
2024-10-19T00:50:18+00:00,1002646,,12,
2024-10-19T00:50:20+00:00,1002647,2197,,
2024-10-19T00:50:23+00:00,1002648,,12,
2024-10-19T00:50:24+00:00,1002649,2197,,
2024-10-19T00:50:27+00:00,1002650,,12,
2024-10-19T00:50:28+00:00,1002651,2197,,
2024-10-19T00:50:32+00:00,1002652,,12,
2024-10-19T00:50:37+00:00,1002653,,12,
2024-10-19T00:50:40+00:00,1002654,,11,
2024-10-19T00:50:41+00:00,1002655,2197,,
2024-10-19T00:50:44+00:00,1002656,,12,
2024-10-19T00:50:46+00:00,1002657,,12,
2024-10-19T00:50:48+00:00,1002658,2197,,
2024-10-19T00:50:50+00:00,1002659,,12,
2024-10-19T00:50:56+00:00,1002660,,12,
2024-10-19T00:50:59+00:00,1002661,,12,
2024-10-19T00:51:00+00:00,1002662,2197,,
2024-10-19T00:51:04+00:00,1002663,,12,
2024-10-19T00:51:08+00:00,1002664,,11,
2024-10-19T00:51:17+00:00,1002665,,12,
2024-10-19T00:51:20+00:00,1002666,,12,
2024-10-19T00:51:22+00:00,1002667,,12,
2024-10-19T00:51:24+00:00,1002668,2197,,
2024-10-19T00:51:26+00:00,1002669,,12,
2024-10-19T00:51:28+00:00,1002670,2197,,
2024-10-19T00:51:31+00:00,1002671,,12,
2024-10-19T00:51:36+00:00,1002672,,12,
2024-10-19T00:51:40+00:00,1002673,,12,
2024-10-19T00:51:44+00:00,1002674,2197,,
2024-10-19T00:51:48+00:00,1002675,,12,
2024-10-19T00:51:49+00:00,1002676,2197,,
2024-10-19T00:51:54+00:00,1002677,2197,,
2024-10-19T00:51:56+00:00,1002678,,12,
2024-10-19T00:51:58+00:00,1002679,,11,
2024-10-19T00:52:00+00:00,1002680,2197,,
2024-10-19T00:52:06+00:00,1002681,2197,,
2024-10-19T00:52:07+00:00,1002682,,12,
2024-10-19T00:52:08+00:00,1002683,2197,,
2024-10-19T00:52:11+00:00,1002684,,12,
2024-10-19T00:52:18+00:00,1002685,2197,,
2024-10-19T00:52:20+00:00,1002686,,12,
2024-10-19T00:52:24+00:00,1002687,,12,
2024-10-19T00:52:25+00:00,1002688,2197,,
2024-10-19T00:52:28+00:00,1002689,,12,
2024-10-19T00:52:29+00:00,1002690,,12,
2024-10-19T00:52:35+00:00,1002691,,12,
2024-10-19T00:52:36+00:00,1002692,2197,,
2024-10-19T00:52:39+00:00,1002693,,11,
2024-10-19T00:52:40+00:00,1002694,2197,,
2024-10-19T00:52:43+00:00,1002695,,12,
2024-10-19T00:52:44+00:00,1002696,2197,,
2024-10-19T00:52:48+00:00,1002697,,11,
2024-10-19T00:52:57+00:00,1002698,,11,
2024-10-19T00:53:00+00:00,1002699,,11,
2024-10-19T00:53:01+00:00,1002700,2197,,
2024-10-19T00:53:04+00:00,1002701,,12,
2024-10-19T00:53:06+00:00,1002702,,12,
2024-10-19T00:53:08+00:00,1002703,2197,,
2024-10-19T00:53:10+00:00,1002704,,12,
2024-10-19T00:53:16+00:00,1002705,,12,
2024-10-19T00:53:19+00:00,1002706,,11,
2024-10-19T00:53:20+00:00,1002707,2197,,
2024-10-19T00:53:24+00:00,1002708,,12,
2024-10-19T00:53:28+00:00,1002709,,11,
2024-10-19T00:53:37+00:00,1002710,2197,,
2024-10-19T00:53:40+00:00,1002711,,12,
2024-10-19T00:53:42+00:00,1002712,,12,
2024-10-19T00:53:44+00:00,1002713,2197,,
2024-10-19T00:53:46+00:00,1002714,,12,
2024-10-19T00:53:48+00:00,1002715,2197,,
2024-10-19T00:53:51+00:00,1002716,,12,
2024-10-19T00:53:56+00:00,1002717,,12,
2024-10-19T00:54:00+00:00,1002718,,12,
2024-10-19T00:54:04+00:00,1002719,,12,
2024-10-19T00:54:08+00:00,1002720,,12,
2024-10-19T00:54:09+00:00,1002721,2197,,
2024-10-19T00:54:15+00:00,1002722,,12,
2024-10-19T00:54:16+00:00,1002723,2197,,
2024-10-19T00:54:18+00:00,1002724,,12,
2024-10-19T00:54:20+00:00,1002725,2197,,
2024-10-19T00:54:23+00:00,1002726,,12,
2024-10-19T00:54:24+00:00,1002727,2197,,
2024-10-19T00:54:27+00:00,1002728,,12,
2024-10-19T00:54:28+00:00,1002729,2197,,
2024-10-19T00:54:32+00:00,1002730,,12,
2024-10-19T00:54:37+00:00,1002731,2197,,
2024-10-19T00:54:40+00:00,1002732,,12,
2024-10-19T00:54:41+00:00,1002733,2194,,
2024-10-19T00:54:44+00:00,1002734,,12,
2024-10-19T00:54:45+00:00,1002735,2197,,
2024-10-19T00:54:48+00:00,1002736,,12,
2024-10-19T00:54:50+00:00,1002737,,12,
2024-10-19T00:54:55+00:00,1002738,,12,
2024-10-19T00:54:56+00:00,1002739,2197,,
2024-10-19T00:54:59+00:00,1002740,,12,
2024-10-19T00:55:00+00:00,1002741,2197,,
2024-10-19T00:55:03+00:00,1002742,,12,
2024-10-19T00:55:04+00:00,1002743,2197,,
2024-10-19T00:55:08+00:00,1002744,,12,
2024-10-19T00:55:17+00:00,1002745,,12,
2024-10-19T00:55:20+00:00,1002746,,12,
2024-10-19T00:55:21+00:00,1002747,2197,,
2024-10-19T00:55:24+00:00,1002748,,12,
2024-10-19T00:55:26+00:00,1002749,,12,
2024-10-19T00:55:28+00:00,1002750,2197,,
2024-10-19T00:55:30+00:00,1002751,,12,
2024-10-19T00:55:36+00:00,1002752,,12,
2024-10-19T00:55:39+00:00,1002753,,12,
2024-10-19T00:55:40+00:00,1002754,2197,,
2024-10-19T00:55:44+00:00,1002755,,12,
2024-10-19T00:55:48+00:00,1002756,,12,
2024-10-19T00:55:54+00:00,1002757,2197,,
2024-10-19T00:55:56+00:00,1002758,,12,
2024-10-19T00:55:58+00:00,1002759,2197,,
2024-10-19T00:56:00+00:00,1002760,,12,
2024-10-19T00:56:02+00:00,1002761,,12,
2024-10-19T00:56:04+00:00,1002762,2197,,
2024-10-19T00:56:06+00:00,1002763,,12,
2024-10-19T00:56:08+00:00,1002764,2197,,
2024-10-19T00:56:11+00:00,1002765,,12,
2024-10-19T00:56:17+00:00,1002766,,12,
2024-10-19T00:56:20+00:00,1002767,,12,
2024-10-19T00:56:24+00:00,1002768,,12,
2024-10-19T00:56:25+00:00,1002769,2197,,
2024-10-19T00:56:28+00:00,1002770,,12,
2024-10-19T00:56:29+00:00,1002771,2197,,
2024-10-19T00:56:35+00:00,1002772,,12,
2024-10-19T00:56:36+00:00,1002773,2197,,
2024-10-19T00:56:38+00:00,1002774,,12,
2024-10-19T00:56:40+00:00,1002775,2197,,
2024-10-19T00:56:43+00:00,1002776,,12,
2024-10-19T00:56:44+00:00,1002777,2197,,
2024-10-19T00:56:47+00:00,1002778,,12,
2024-10-19T00:56:48+00:00,1002779,2197,,
2024-10-19T00:56:52+00:00,1002780,,12,
2024-10-19T00:56:57+00:00,1002781,2197,,
2024-10-19T00:57:00+00:00,1002782,,12,
2024-10-19T00:57:01+00:00,1002783,2197,,
2024-10-19T00:57:04+00:00,1002784,,12,
2024-10-19T00:57:05+00:00,1002785,2197,,
2024-10-19T00:57:08+00:00,1002786,,12,
2024-10-19T00:57:10+00:00,1002787,,12,
2024-10-19T00:57:17+00:00,1002788,2197,,
2024-10-19T00:57:19+00:00,1002789,,12,
2024-10-19T00:57:20+00:00,1002790,2197,,
2024-10-19T00:57:23+00:00,1002791,,12,
2024-10-19T00:57:24+00:00,1002792,2197,,
2024-10-19T00:57:28+00:00,1002793,,12,
2024-10-19T00:57:37+00:00,1002794,,12,
